SUID,cooc_method,interaction,interactionType,Label,method_number,method_scores,methodname_interactiontype,methodname_pval,methodname_score,name,nulldistribmean,nulldistribmedian,nulldistribsd,oriScore,pval,pval-simes-merge,qval,randdistribMean,randdistribMedian,randdistribNumNonNaNScores,randdistribSD,selected,shared interaction,shared name,weight
8424,dist_bray|dist_kullbackleibler|correl_pearson,,copresence,DW00462->DW00425,3,0.09025515482886948|0.09787727211615804|0.9751471273712071,dist_bray=copresence|dist_kullbackleibler=copresence|correl_pearson=copresence,dist_bray=3.32073472719685E-5|dist_kullbackleibler=0.0|correl_pearson=2.8397740381436165E-8,dist_bray=0.09025515482886948|dist_kullbackleibler=0.09787727211615804|correl_pearson=0.9751471273712071,DW00462->DW00425,0.895145766,0.902492645,0.042272831,0.090255155,0,0,0,0.09138652842543551|0.09615626681729608|0.9700513244977021,0.08211371783004973|0.08928942955734565|0.9785381205451076,1000.0|1000.0|1000.0,0.04060432952099019|0.05455265779457314|0.032530996997212444,FALSE,,DW00462->DW00425,0
8454,correl_pearson|correl_spearman|dist_kullbackleibler,,copresence,DW00423->DW00988,3,0.9204553908620292|0.9586596414085897|0.2339979786716705,correl_pearson=copresence|correl_spearman=copresence|dist_kullbackleibler=copresence,correl_pearson=1.2005623753474914E-6|correl_spearman=0.0|dist_kullbackleibler=0.0,correl_pearson=0.9204553908620292|correl_spearman=0.9586596414085897|dist_kullbackleibler=0.2339979786716705,DW00423->DW00988,-0.003025311,-0.01742004,0.0726611,0.920455391,0,0,0,0.9300388336013922|0.9572359963915562|0.22713616432252154,0.9309709969284659|0.9577870395850405|0.2243216628320221,1000.0|1000.0|1000.0,0.039139099469490866|0.009550885209816335|0.07956471690630733,FALSE,,DW00423->DW00988,0
8468,dist_kullbackleibler|dist_bray|correl_spearman,,copresence,DW01168->DW01118,3,0.15931809018775592|0.10644390517056745|0.9589041355521021,dist_kullbackleibler=copresence|dist_bray=copresence|correl_spearman=copresence,dist_kullbackleibler=0.0|dist_bray=3.024808095651865E-4|correl_spearman=0.0,dist_kullbackleibler=0.15931809018775592|dist_bray=0.10644390517056745|correl_spearman=0.9589041355521021,DW01168->DW01118,3.06844327,3.070378205,0.26412808,0.15931809,0,0,0,0.15905972657736045|0.1094209526038206|0.9567712231541933,0.15551688398909727|0.10764716049687045|0.9576903662728686,1000.0|1000.0|1000.0,0.04641500852999554|0.01988182216428224|0.009648531755877598,FALSE,,DW01168->DW01118,0
8481,dist_kullbackleibler|dist_bray|correl_pearson,,copresence,DW01243->DW01202,3,0.2662574800226905|0.11566443321921915|0.9227202144215297,dist_kullbackleibler=copresence|dist_bray=copresence|correl_pearson=copresence,dist_kullbackleibler=0.0|dist_bray=1.6198039129777797E-5|correl_pearson=2.7958124704241527E-10,dist_kullbackleibler=0.2662574800226905|dist_bray=0.11566443321921915|correl_pearson=0.9227202144215297,DW01243->DW01202,4.57085041,4.553045305,0.438066495,0.26625748,0,0,0,0.26345508251495336|0.11696685054029295|0.9224400739736588,0.25592244323539876|0.11645292307907884|0.9247813314834827,1000.0|1000.0|1000.0,0.08799448156105807|0.015511337874891463|0.021957154487397677,FALSE,,DW01243->DW01202,0
8525,correl_pearson|dist_kullbackleibler|dist_bray,,copresence,DW00706->DW00701,3,0.9525481514854985|0.2211902523312838|0.13570770786437003,correl_pearson=copresence|dist_kullbackleibler=copresence|dist_bray=copresence,correl_pearson=2.7628391953521403E-4|dist_kullbackleibler=0.0|dist_bray=0.001725882162029957,correl_pearson=0.9525481514854985|dist_kullbackleibler=0.2211902523312838|dist_bray=0.13570770786437003,DW00706->DW00701,-0.001523339,-0.02007549,0.077420875,0.952548151,0,0,0,0.9285680528096752|0.22150513295671492|0.1376967120871511,0.9511139538932485|0.2128362469309805|0.13324732008697987,1000.0|1000.0|1000.0,0.07251617286192366|0.08443794654888391|0.045230804650798,FALSE,,DW00706->DW00701,0
8528,dist_bray|correl_pearson|dist_kullbackleibler,,copresence,DW01231->DW01233,3,0.10383885031661433|0.936269009986972|0.11575196412324247,dist_bray=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence,dist_bray=1.158296814307569E-5|correl_pearson=1.165412211179273E-11|dist_kullbackleibler=0.0,dist_bray=0.10383885031661433|correl_pearson=0.936269009986972|dist_kullbackleibler=0.11575196412324247,DW01231->DW01233,0.626898695,0.627450475,0.031082982,0.10383885,0,0,0,0.1037537650274849|0.9379608561439455|0.11635793359894636,0.10304666798487927|0.9389641212349831|0.11426026845413434,1000.0|1000.0|1000.0,0.015281292386898654|0.019627544897150562|0.02606244742160881,FALSE,,DW01231->DW01233,0
8529,dist_bray|correl_pearson|dist_kullbackleibler,,copresence,DW01231->DW01232,3,0.09594220407548226|0.9571686685316447|0.12788136521529364,dist_bray=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence,dist_bray=6.638767069411244E-8|correl_pearson=0.0|dist_kullbackleibler=0.0,dist_bray=0.09594220407548226|correl_pearson=0.9571686685316447|dist_kullbackleibler=0.12788136521529364,DW01231->DW01232,0.61251978,0.613324225,0.029898148,0.095942204,0,0,0,0.09624708241011448|0.9582462918261966|0.13042606354809735,0.09600281150741424|0.9588158387973891|0.12640690868187496,1000.0|1000.0|1000.0,0.009578946967103548|0.007730998038452407|0.037275292262294424,FALSE,,DW01231->DW01232,0
8550,dist_kullbackleibler|correl_pearson|correl_spearman,,copresence,DW00440->DW00428,3,0.25249838208610287|0.9167025505658015|0.9692543876274594,dist_kullbackleibler=copresence|correl_pearson=copresence|correl_spearman=copresence,dist_kullbackleibler=0.0|correl_pearson=7.82821324429861E-9|correl_spearman=0.0,dist_kullbackleibler=0.25249838208610287|correl_pearson=0.9167025505658015|correl_spearman=0.9692543876274594,DW00440->DW00428,10.12084978,10.21284634,1.020652818,0.252498382,0,0,0,0.243821387477749|0.9285838144911026|0.9678991872253765,0.24086591941443153|0.9295346694798576|0.9683511070959532,1000.0|1000.0|1000.0,0.06412043234861121|0.02755675468481328|0.0070618139872903486,FALSE,,DW00440->DW00428,0
8560,dist_bray|dist_kullbackleibler|correl_pearson,,copresence,DW01220->DW01122,3,0.10393151526424038|0.1702708045580634|0.9172933509951514,dist_bray=copresence|dist_kullbackleibler=copresence|correl_pearson=copresence,dist_bray=4.1261167358142004E-5|dist_kullbackleibler=0.0|correl_pearson=3.913479651451723E-9,dist_bray=0.10393151526424038|dist_kullbackleibler=0.1702708045580634|correl_pearson=0.9172933509951514,DW01220->DW01122,0.572068685,0.57197843,0.029178855,0.103931515,0,0,0,0.10527976915034057|0.1725435487751904|0.9166755892939854,0.10377487561794269|0.16680712049686558|0.9179419275047735,1000.0|1000.0|1000.0,0.014057896284028138|0.048335239139351636|0.024834241228041485,FALSE,,DW01220->DW01122,0
8561,correl_pearson|dist_kullbackleibler|dist_bray,,copresence,DW01243->DW01139,3,0.9391510088205384|0.2147556652405352|0.08876057187262454,correl_pearson=copresence|dist_kullbackleibler=copresence|dist_bray=copresence,correl_pearson=2.0581173876266234E-8|dist_kullbackleibler=0.0|dist_bray=9.937784686386841E-6,correl_pearson=0.9391510088205384|dist_kullbackleibler=0.2147556652405352|dist_bray=0.08876057187262454,DW01243->DW01139,0.001683853,-0.001557895,0.073274294,0.939151009,0,0,0,0.9376591743722313|0.21108159911468344|0.09002704695861866,0.9433877112518646|0.20268379547740045|0.08784428031178859,1000.0|1000.0|1000.0,0.029110541920429195|0.08739700662557946|0.017230371311129446,FALSE,,DW01243->DW01139,0
8577,correl_spearman|dist_kullbackleibler|dist_bray,,copresence,DW01236->DW01138,3,0.9701648190865755|0.17129565934629087|0.1433391449757483,correl_spearman=copresence|dist_kullbackleibler=copresence|dist_bray=copresence,correl_spearman=0.0|dist_kullbackleibler=0.0|dist_bray=1.947008536672401E-4,correl_spearman=0.9701648190865755|dist_kullbackleibler=0.17129565934629087|dist_bray=0.1433391449757483,DW01236->DW01138,0.002934681,0.003423275,0.074572623,0.970164819,0,0,0,0.9683807796326771|0.17005717193664968|0.14311504152352722,0.9690409525801702|0.1681705856044161|0.14236654359639117,1000.0|1000.0|1000.0,0.008121928943933137|0.03254637977502666|0.02158824605434133,FALSE,,DW01236->DW01138,0
8581,dist_bray|correl_pearson|dist_kullbackleibler,,copresence,DW01231->DW01179,3,0.12646030659165364|0.9178833907823412|0.21537870890900176,dist_bray=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence,dist_bray=3.666896779264128E-5|correl_pearson=7.21578341522644E-9|dist_kullbackleibler=0.0,dist_bray=0.12646030659165364|correl_pearson=0.9178833907823412|dist_kullbackleibler=0.21537870890900176,DW01231->DW01179,0.612077901,0.6121799,0.029083651,0.126460307,0,0,0,0.1270884116197542|0.9187553300203409|0.21814054660782325,0.12562116876117413|0.9217679416280649|0.21417817296419053,1000.0|1000.0|1000.0,0.014960184684614538|0.026347487436072993|0.0432908176126847,FALSE,,DW01231->DW01179,0
8598,dist_kullbackleibler|correl_pearson|dist_bray,,copresence,DW01132->DW01243,3,0.18687502437143733|0.9439369586394243|0.11835364695814932,dist_kullbackleibler=copresence|correl_pearson=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|correl_pearson=0.0|dist_bray=9.987861937510445E-8,dist_kullbackleibler=0.18687502437143733|correl_pearson=0.9439369586394243|dist_bray=0.11835364695814932,DW01132->DW01243,4.831025177,4.809686675,0.462000684,0.186875024,0,0,0,0.1850556361575494|0.9474836160991965|0.11808690196428609,0.18403200667378233|0.9482470564464995|0.11752521763797213,1000.0|1000.0|1000.0,0.04727612954156673|0.010498044561668024|0.010341084418457382,FALSE,,DW01132->DW01243,0
8602,dist_bray|correl_pearson|dist_kullbackleibler,,copresence,DW01220->DW01108,3,0.12210054748808352|0.923941972187094|0.16501723143532632,dist_bray=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence,dist_bray=7.48884804102623E-6|correl_pearson=5.10702591327572E-15|dist_kullbackleibler=0.0,dist_bray=0.12210054748808352|correl_pearson=0.923941972187094|dist_kullbackleibler=0.16501723143532632,DW01220->DW01108,0.57024701,0.568698695,0.029736655,0.122100547,0,0,0,0.12189445037213202|0.9248924452660737|0.16468805809464077,0.12164700318335037|0.925165813756533|0.16248173213444173,1000.0|1000.0|1000.0,0.010726570647361903|0.014242627132160403|0.03034261999791202,FALSE,,DW01220->DW01108,0
8611,dist_kullbackleibler|correl_spearman|dist_bray,,copresence,DW01233->DW01236,3,0.18032655790863678|0.9689820264384827|0.15669693863665313,dist_kullbackleibler=copresence|correl_spearman=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|correl_spearman=0.0|dist_bray=6.4502662777699E-4,dist_kullbackleibler=0.18032655790863678|correl_spearman=0.9689820264384827|dist_bray=0.15669693863665313,DW01233->DW01236,5.210539093,5.20301349,0.490722113,0.180326558,0,0,0,0.17857541859087658|0.96715954565254|0.15545812407859874,0.1789645414083859|0.9680684836030742|0.1551578606458257,1000.0|1000.0|1000.0,0.030503244595683834|0.007108388999949089|0.025081982372413436,FALSE,,DW01233->DW01236,0
8616,correl_spearman|dist_kullbackleibler|dist_bray,,mutualExclusion,DW00796->DW00479,3,-0.5432451385466814|15.283496184242122|0.9858629133333511,correl_spearman=mutualExclusion|dist_kullbackleibler=mutualExclusion|dist_bray=mutualExclusion,correl_spearman=0.023877930681307613|dist_kullbackleibler=1.6454396798204485E-5|dist_bray=0.11337128965942567,correl_spearman=-0.5432451385466814|dist_kullbackleibler=15.283496184242122|dist_bray=0.9858629133333511,DW00796->DW00479,-0.031748222,-0.03459308,0.070212966,-0.543245139,1.65E-05,1.65E-05,5.45E-05,-0.5420405341567963|14.891433775832107|0.9845719397606644,-0.5450065531569452|15.131015587983974|0.9855357811278502,1000.0|1000.0|1000.0,0.06645258941600934|1.276720613642946|0.004638614571236535,FALSE,,DW00796->DW00479,5.45E-05
8620,correl_spearman|dist_bray|dist_kullbackleibler,,copresence,DW01240->DW01224,3,0.9601114438421593|0.12864732916810195|0.18173832136129825,correl_spearman=copresence|dist_bray=copresence|dist_kullbackleibler=copresence,correl_spearman=0.0|dist_bray=0.0010449639566770808|dist_kullbackleibler=0.0,correl_spearman=0.9601114438421593|dist_bray=0.12864732916810195|dist_kullbackleibler=0.18173832136129825,DW01240->DW01224,0.002040114,7.93E-04,0.073742678,0.960111444,0,0,0,0.9596566943754714|0.12702690268948807|0.17884333010870312,0.9602340765966805|0.12625339016376952|0.17554313536116944,1000.0|1000.0|1000.0,0.012341920592383409|0.029017601480720245|0.05799655799877468,FALSE,,DW01240->DW01224,0
8628,dist_kullbackleibler|dist_bray|correl_spearman,,copresence,DW01102->DW01118,3,0.1625731138482344|0.12922293127420525|0.9571623516925062,dist_kullbackleibler=copresence|dist_bray=copresence|correl_spearman=copresence,dist_kullbackleibler=0.0|dist_bray=2.5017884782785327E-4|correl_spearman=0.0,dist_kullbackleibler=0.1625731138482344|dist_bray=0.12922293127420525|correl_spearman=0.9571623516925062,DW01102->DW01118,3.194071891,3.18690475,0.272754815,0.162573114,0,0,0,0.16436056443991623|0.1309257896772763|0.954427230847456,0.16146731876631587|0.13054997410018843|0.9548003106378053,1000.0|1000.0|1000.0,0.04018173961906972|0.017947144916760173|0.008158129315059177,FALSE,,DW01102->DW01118,0
8632,correl_spearman|correl_pearson|dist_kullbackleibler,,copresence,DW00704->DW00701,3,0.9686966797585904|0.9741591649796004|0.20745787420917733,correl_spearman=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence,correl_spearman=0.0|correl_pearson=4.130969075893942E-5|dist_kullbackleibler=0.0,correl_spearman=0.9686966797585904|correl_pearson=0.9741591649796004|dist_kullbackleibler=0.20745787420917733,DW00704->DW00701,-0.004951502,-0.00590387,0.072117062,0.96869668,0,0,0,0.9669518202676795|0.9527971999191972|0.21016319634823202,0.9675069188080682|0.9754590132916303|0.20268942751739644,1000.0|1000.0|1000.0,0.006136550218197089|0.05886924957569461|0.05773884651507811,FALSE,,DW00704->DW00701,0
8635,dist_bray|correl_pearson|dist_kullbackleibler,,copresence,DW01233->DW01228,3,0.0879311386485544|0.9536638154098361|0.11587623093783493,dist_bray=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence,dist_bray=6.004332127051981E-7|correl_pearson=6.050715484207103E-15|dist_kullbackleibler=0.0,dist_bray=0.0879311386485544|correl_pearson=0.9536638154098361|dist_kullbackleibler=0.11587623093783493,DW01233->DW01228,0.637130143,0.63787987,0.031446262,0.087931139,0,0,0,0.08853345422674097|0.9534252961073173|0.1163016470786589,0.0876100140805312|0.9545950386707631|0.11182272009327282,1000.0|1000.0|1000.0,0.01276554665024829|0.015318367935531462|0.0327034111999468,FALSE,,DW01233->DW01228,0
8645,dist_kullbackleibler|dist_bray|correl_pearson,,copresence,DW01243->DW01103,3,0.1113274282482244|0.08636757004236273|0.974126765632156,dist_kullbackleibler=copresence|dist_bray=copresence|correl_pearson=copresence,dist_kullbackleibler=0.0|dist_bray=7.236566901269725E-11|correl_pearson=0.0,dist_kullbackleibler=0.1113274282482244|dist_bray=0.08636757004236273|correl_pearson=0.974126765632156,DW01243->DW01103,4.564577274,4.550289395,0.442890649,0.111327428,0,0,0,0.11081537473324314|0.0862677413359606|0.9739901262231695,0.10573386033573|0.0860097325293584|0.9744515676022156,1000.0|1000.0|1000.0,0.03327041931836776|0.007651289483113426|0.005875588276901451,FALSE,,DW01243->DW01103,0
7901,correl_pearson|dist_kullbackleibler,,copresence,DW00395->DW00377,2,0.963674632457945|0.23716782560652921,correl_pearson=copresence|dist_kullbackleibler=copresence,correl_pearson=0.0011917403289231077|dist_kullbackleibler=0.0,correl_pearson=0.963674632457945|dist_kullbackleibler=0.23716782560652921,DW00395->DW00377,-0.0022438,-0.01773865,0.066146999,0.963674632,0,0,0,0.9464111082513629|0.25430808787336956,0.9709485188554416|0.21434089721215552,1000.0|1000.0,0.0975239262408969|0.1553427800060234,FALSE,,DW00395->DW00377,0
7921,dist_kullbackleibler|dist_bray,,mutualExclusion,DW00271->DW00762,2,15.23632013394086|0.9826070459001062,dist_kullbackleibler=mutualExclusion|dist_bray=mutualExclusion,dist_kullbackleibler=2.787907436372361E-4|dist_bray=0.32515289536279,dist_kullbackleibler=15.23632013394086|dist_bray=0.9826070459001062,DW00271->DW00762,12.35315359,12.59146748,1.107472948,15.23632013,2.79E-04,2.79E-04,8.50E-04,15.053375779228523|0.9809449512555536,15.14331204313562|0.9820211558475249,1000.0|1000.0,0.6120623152684707|0.005793473967249106,FALSE,,DW00271->DW00762,8.50E-04
7930,dist_bray|dist_kullbackleibler,,mutualExclusion,DW00627->DW00098,2,0.9819539425976386|15.289579308185612,dist_bray=mutualExclusion|dist_kullbackleibler=mutualExclusion,dist_bray=0.1529663774785982|dist_kullbackleibler=3.402435377219959E-6,dist_bray=0.9819539425976386|dist_kullbackleibler=15.289579308185612,DW00627->DW00098,0.915575437,0.922466255,0.038715179,0.981953943,3.40E-06,3.40E-06,1.15E-05,0.9812080641720295|15.023759492639126,0.9818802892846188|15.121819614047396,1000.0|1000.0,0.0041097435017792205|0.7571575124260573,FALSE,,DW00627->DW00098,1.15E-05
7935,dist_kullbackleibler|dist_bray,,copresence,DW01155->DW01233,2,0.22001707045128868|0.11780453778083277,dist_kullbackleibler=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|dist_bray=4.985468718257113E-4,dist_kullbackleibler=0.22001707045128868|dist_bray=0.11780453778083277,DW01155->DW01233,4.232840562,4.233839595,0.37933373,0.22001707,0,0,0,0.22096830118147548|0.12043432856826658,0.21601828197730774|0.11761951080395744,1000.0|1000.0,0.06533145747952163|0.02392863223479484,FALSE,,DW01155->DW01233,0
7937,dist_kullbackleibler|dist_bray,,copresence,DW01176->DW01178,2,0.19890208765585496|0.149566550443622,dist_kullbackleibler=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|dist_bray=9.955856084653547E-5,dist_kullbackleibler=0.19890208765585496|dist_bray=0.149566550443622,DW01176->DW01178,4.704187564,4.69789853,0.447435863,0.198902088,0,0,0,0.1984493737853349|0.14915621292471085,0.19622539030510133|0.14798251939056922,1000.0|1000.0,0.03929834091594089|0.016359766773281752,FALSE,,DW01176->DW01178,0
7941,dist_bray|dist_kullbackleibler,,copresence,DW01155->DW01232,2,0.12657615310364778|0.2678004650716759,dist_bray=copresence|dist_kullbackleibler=copresence,dist_bray=4.8802862873964514E-4|dist_kullbackleibler=0.0,dist_bray=0.12657615310364778|dist_kullbackleibler=0.2678004650716759,DW01155->DW01232,0.616548871,0.617362735,0.030423852,0.126576153,0,0,0,0.1294648800390924|0.2704666349622797,0.12719332014705664|0.26986662119950644,1000.0|1000.0,0.021821298815365014|0.06245299725030173,FALSE,,DW01155->DW01232,0
7946,dist_bray|dist_kullbackleibler,,copresence,DW01176->DW01177,2,0.15329685756552247|0.22543178299502986,dist_bray=copresence|dist_kullbackleibler=copresence,dist_bray=1.5182934637647527E-4|dist_kullbackleibler=0.0,dist_bray=0.15329685756552247|dist_kullbackleibler=0.22543178299502986,DW01176->DW01177,0.636051385,0.63537771,0.030156908,0.153296858,0,0,0,0.15316940953190025|0.22484108596724994,0.15190409701096053|0.21970744030045347,1000.0|1000.0,0.0178709795076074|0.050721690148245534,FALSE,,DW01176->DW01177,0
7949,dist_kullbackleibler|dist_bray,,copresence,DW01231->DW01145,2,0.2619575320603907|0.1271190993743806,dist_kullbackleibler=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|dist_bray=7.773368852197482E-4,dist_kullbackleibler=0.2619575320603907|dist_bray=0.1271190993743806,DW01231->DW01145,4.163251888,4.1556306,0.378923247,0.261957532,0,0,0,0.26279802096275257|0.13024950916604267,0.25384143630394107|0.12826886547658228,1000.0|1000.0,0.08391223963886263|0.023962712998629555,FALSE,,DW01231->DW01145,0
7957,dist_bray|dist_kullbackleibler,,copresence,DW01233->DW01178,2,0.14624078480746816|0.2390222472963463,dist_bray=copresence|dist_kullbackleibler=copresence,dist_bray=0.0030743681832170466|dist_kullbackleibler=0.0,dist_bray=0.14624078480746816|dist_kullbackleibler=0.2390222472963463,DW01233->DW01178,0.635369223,0.637201605,0.030834933,0.146240785,0,0,0,0.14625943838665997|0.23814988770233214,0.14347830040601134|0.23292574906531666,1000.0|1000.0,0.03187082125600767|0.07983914007394752,FALSE,,DW01233->DW01178,0
7972,correl_pearson|correl_spearman,,copresence,DW01297->DW01287,2,0.9494853011262525|0.9595390622038591,correl_pearson=copresence|correl_spearman=copresence,correl_pearson=4.720244463848333E-4|correl_spearman=0.0,correl_pearson=0.9494853011262525|correl_spearman=0.9595390622038591,DW01297->DW01287,0.002701385,-0.018580255,0.082618573,0.949485301,0,0,0,0.9126132289154916|0.9573406818234038,0.9481531006415858|0.9586247684074884,1000.0|1000.0,0.07572012970361444|0.010184481050445308,FALSE,,DW01297->DW01287,0
7989,dist_bray|dist_kullbackleibler,,copresence,DW01199->DW01219,2,0.13255657948634214|0.1959086629508106,dist_bray=copresence|dist_kullbackleibler=copresence,dist_bray=9.281286932849575E-5|dist_kullbackleibler=0.0,dist_bray=0.13255657948634214|dist_kullbackleibler=0.1959086629508106,DW01199->DW01219,0.607978736,0.60853382,0.02785963,0.132556579,0,0,0,0.13338887419843454|0.1975074474552835,0.13268558472643144|0.1932438220942671,1000.0|1000.0,0.016121338003083963|0.04619330154695313,FALSE,,DW01199->DW01219,0
7992,correl_spearman|dist_kullbackleibler,,copresence,DW01197->DW01142,2,0.9591979075850046|0.22720862318160595,correl_spearman=copresence|dist_kullbackleibler=copresence,correl_spearman=0.0|dist_kullbackleibler=0.0,correl_spearman=0.9591979075850046|dist_kullbackleibler=0.22720862318160595,DW01197->DW01142,0.002043929,0.001874455,0.07224481,0.959197908,0,0,0,0.9571080688359778|0.2257992966266565,0.958211467474053|0.22292213481948792,1000.0|1000.0,0.010296342795686128|0.04804179506823245,FALSE,,DW01197->DW01142,0
7999,dist_kullbackleibler|dist_bray,,copresence,DW01216->DW01217,2,0.17547271819869192|0.1390181615922763,dist_kullbackleibler=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|dist_bray=4.745800103600484E-5,dist_kullbackleibler=0.17547271819869192|dist_bray=0.1390181615922763,DW01216->DW01217,3.290238926,3.298766,0.284275171,0.175472718,0,0,0,0.1732268269085592|0.13784962629323982,0.1719534224702492|0.13719800266383653,1000.0|1000.0,0.03290598908600993|0.014539477720404613,FALSE,,DW01216->DW01217,0
8004,correl_spearman|dist_kullbackleibler,,copresence,DW01235->DW01236,2,0.9805085682542704|0.2546889396826723,correl_spearman=copresence|dist_kullbackleibler=copresence,correl_spearman=0.0|dist_kullbackleibler=0.0,correl_spearman=0.9805085682542704|dist_kullbackleibler=0.2546889396826723,DW01235->DW01236,-8.01E-05,-2.17E-04,0.075337923,0.980508568,0,0,0,0.9793829964103806|0.24843846498373665,0.9802062123536761|0.24701188255539216,1000.0|1000.0,0.005655244132665682|0.03879596552854159,FALSE,,DW01235->DW01236,0
8007,dist_kullbackleibler|dist_bray,,mutualExclusion,DW00570->DW00626,2,14.466957068339555|0.9775420972802377,dist_kullbackleibler=mutualExclusion|dist_bray=mutualExclusion,dist_kullbackleibler=8.656635441494087E-4|dist_bray=0.3004455185474745,dist_kullbackleibler=14.466957068339555|dist_bray=0.9775420972802377,DW00570->DW00626,11.42985758,11.53967261,1.204566991,14.46695707,8.66E-04,8.66E-04,0.002448362,14.23513313306677|0.9752036046331484,14.33945353252097|0.9764483029120263,1000.0|1000.0,0.8018235660012456|0.007372283527794319,FALSE,,DW00570->DW00626,0.002448362
8020,dist_kullbackleibler|dist_bray,,copresence,DW01153->DW01148,2,0.25021050333586453|0.15010075259645306,dist_kullbackleibler=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|dist_bray=4.7310406082745615E-5,dist_kullbackleibler=0.25021050333586453|dist_bray=0.15010075259645306,DW01153->DW01148,5.581736066,5.55714565,0.616605938,0.250210503,0,0,0,0.24902623941191834|0.1500108752104864,0.24411971760242512|0.14791432154607514,1000.0|1000.0,0.06750045960564126|0.01978326479436054,FALSE,,DW01153->DW01148,0
8025,correl_spearman|dist_kullbackleibler,,copresence,DW01153->DW01146,2,0.9628869370057395|0.21549253990992268,correl_spearman=copresence|dist_kullbackleibler=copresence,correl_spearman=0.0|dist_kullbackleibler=0.0,correl_spearman=0.9628869370057395|dist_kullbackleibler=0.21549253990992268,DW01153->DW01146,0.001545473,-1.94E-04,0.07570091,0.962886937,0,0,0,0.9613661389149409|0.2073403716322534,0.9622471090654963|0.20384872373867463,1000.0|1000.0,0.008269307884739882|0.05690164530503423,FALSE,,DW01153->DW01146,0
8026,dist_bray|dist_kullbackleibler,,copresence,DW01178->DW01228,2,0.14334855670596247|0.22078559727955305,dist_bray=copresence|dist_kullbackleibler=copresence,dist_bray=8.454106889455026E-4|dist_kullbackleibler=0.0,dist_bray=0.14334855670596247|dist_kullbackleibler=0.22078559727955305,DW01178->DW01228,0.639493737,0.639265155,0.031551911,0.143348557,0,0,0,0.14398137855571863|0.2208300721160388,0.14263529118306562|0.2167664264512461,1000.0|1000.0,0.024906579152132763|0.05820077164028314,FALSE,,DW01178->DW01228,0
8029,dist_bray|dist_kullbackleibler,,copresence,DW01138->DW01228,2,0.1219957604167623|0.15106910791186784,dist_bray=copresence|dist_kullbackleibler=copresence,dist_bray=1.428618200693954E-5|dist_kullbackleibler=0.0,dist_bray=0.1219957604167623|dist_kullbackleibler=0.15106910791186784,DW01138->DW01228,0.634747134,0.63373034,0.030722328,0.12199576,0,0,0,0.12292828869729333|0.15065237350949529,0.12268274813864777|0.14832090117831603,1000.0|1000.0,0.014960073105035766|0.031034062598780155,FALSE,,DW01138->DW01228,0
8032,dist_bray|dist_kullbackleibler,,copresence,DW01231->DW01122,2,0.14840528336592262|0.19823288597150895,dist_bray=copresence|dist_kullbackleibler=copresence,dist_bray=6.740005366090429E-5|dist_kullbackleibler=0.0,dist_bray=0.14840528336592262|dist_kullbackleibler=0.19823288597150895,DW01231->DW01122,0.592929694,0.593201935,0.02793915,0.148405283,0,0,0,0.14858992987851377|0.19862731778553572,0.1474672184025721|0.19576598982062826,1000.0|1000.0,0.01354777017245369|0.030326331457266976,FALSE,,DW01231->DW01122,0
8044,dist_kullbackleibler|correl_spearman,,copresence,DW01146->DW01147,2,0.270252828550584|0.9689837519723662,dist_kullbackleibler=copresence|correl_spearman=copresence,dist_kullbackleibler=0.0|correl_spearman=0.0,dist_kullbackleibler=0.270252828550584|correl_spearman=0.9689837519723662,DW01146->DW01147,5.359048817,5.340036465,0.579203761,0.270252829,0,0,0,0.26249604566169077|0.9676801809896587,0.25860284274362455|0.9684808457854391,1000.0|1000.0,0.07855963515413172|0.006935688539829013,FALSE,,DW01146->DW01147,0
